ID,AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,VEHICLE_TYPE,PAST_ACCIDENTS,OUTCOME
336859,16-25,female,0-9y,university,middle class,1.0,before 2015,0.0,1.0,15000.0,sedan,0,Claim
788111,40-64,female,20-29y,high school,poverty,1.0,before 2015,1.0,1.0,,sedan,1,No claim
407453,40-64,female,0-9y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,0,No claim
367026,40-64,female,10-19y,high school,working class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,No claim
334687,40-64,female,0-9y,university,middle class,1.0,before 2015,0.0,0.0,15000.0,,0,Claim
623367,65+,male,20-29y,university,upper class,1.0,before 2015,1.0,1.0,5000.0,sedan,4,No claim
688440,65+,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,0,No claim
547974,65+,male,20-29y,high school,upper class,0.0,before 2015,1.0,1.0,12000.0,sedan,7,Claim
989064,26-39,male,0-9y,none,poverty,0.0,after 2015,1.0,1.0,12000.0,sedan,0,Claim
422816,40-64,male,20-29y,high school,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,7,No claim
307408,26-39,female,10-19y,none,working class,1.0,before 2015,0.0,1.0,9000.0,sedan,0,No claim
675898,16-25,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,16000.0,sedan,0,No claim
480452,26-39,female,0-9y,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,No claim
93199,40-64,female,0-9y,university,middle class,1.0,after 2015,,1.0,14000.0,sedan,0,No claim
125802,40-64,female,20-29y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,1,No claim
616663,40-64,male,0-9y,university,upper class,1.0,after 2015,0.0,0.0,16000.0,sedan,0,No claim
423497,16-25,female,0-9y,high school,working class,1.0,before 2015,0.0,0.0,16000.0,sedan,0,Claim
492837,40-64,female,10-19y,university,upper class,1.0,after 2015,1.0,1.0,14000.0,sedan,0,No claim
422563,40-64,male,20-29y,university,upper class,0.0,before 2015,0.0,1.0,14000.0,sedan,1,No claim
185231,16-25,female,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,11000.0,sedan,0,No claim
949152,26-39,female,10-19y,university,upper class,0.0,after 2015,0.0,0.0,9000.0,sedan,0,No claim
859453,26-39,male,10-19y,university,middle class,1.0,before 2015,1.0,1.0,13000.0,sedan,2,No claim
466578,26-39,female,10-19y,high school,middle class,1.0,after 2015,0.0,1.0,14000.0,,0,No claim
998214,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,0.0,14000.0,sedan,0,Claim
828462,40-64,male,20-29y,high school,working class,0.0,before 2015,0.0,1.0,16000.0,sedan,6,No claim
511837,65+,male,10-19y,high school,middle class,1.0,before 2015,,1.0,9000.0,sedan,1,No claim
554995,16-25,male,0-9y,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sports car,0,Claim
680717,65+,male,30y+,none,middle class,1.0,before 2015,1.0,1.0,14000.0,sedan,3,No claim
978021,40-64,male,20-29y,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,6,No claim
509815,26-39,female,0-9y,high school,working class,1.0,after 2015,1.0,1.0,,sedan,0,No claim
6676,40-64,female,20-29y,high school,upper class,0.0,before 2015,0.0,1.0,15000.0,sedan,2,No claim
362280,40-64,male,10-19y,high school,working class,0.0,before 2015,0.0,0.0,13000.0,sedan,0,Claim
883018,40-64,male,0-9y,high school,working class,1.0,before 2015,0.0,1.0,13000.0,sedan,0,No claim
889355,26-39,female,10-19y,university,upper class,1.0,before 2015,1.0,1.0,15000.0,sedan,0,No claim
198273,65+,male,20-29y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,,2,No claim
197763,40-64,male,20-29y,university,upper class,0.0,after 2015,1.0,0.0,14000.0,sedan,2,No claim
55670,26-39,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,No claim
545941,40-64,female,20-29y,none,working class,1.0,after 2015,1.0,1.0,11000.0,sedan,2,No claim
814196,16-25,female,0-9y,none,middle class,1.0,before 2015,0.0,1.0,,sedan,0,Claim
560160,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,,sedan,0,No claim
320444,26-39,male,0-9y,none,poverty,0.0,before 2015,0.0,1.0,14000.0,sedan,0,No claim
305793,16-25,male,0-9y,high school,poverty,0.0,before 2015,1.0,1.0,11000.0,sedan,0,Claim
362190,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,14000.0,sedan,0,Claim
62647,26-39,male,10-19y,high school,upper class,1.0,before 2015,0.0,0.0,13000.0,sedan,1,No claim
296948,40-64,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,14000.0,,0,No claim
673660,65+,female,30y+,high school,upper class,0.0,after 2015,1.0,1.0,10000.0,sedan,3,No claim
945867,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,13000.0,,0,Claim
391880,65+,male,30y+,none,middle class,1.0,before 2015,1.0,1.0,10000.0,sedan,2,No claim
241973,65+,female,30y+,high school,upper class,1.0,before 2015,1.0,0.0,11000.0,sedan,2,No claim
429503,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,1.0,15000.0,sedan,0,Claim
810013,16-25,male,0-9y,university,working class,1.0,after 2015,0.0,0.0,14000.0,sports car,0,Claim
663458,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,15000.0,sedan,0,Claim
879976,16-25,male,0-9y,high school,working class,0.0,before 2015,1.0,1.0,10000.0,sedan,0,Claim
418841,16-25,male,0-9y,none,poverty,1.0,before 2015,1.0,0.0,9000.0,,0,Claim
542236,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,0,No claim
937573,40-64,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,7000.0,sedan,1,No claim
670850,16-25,male,0-9y,university,working class,1.0,before 2015,0.0,0.0,17000.0,sedan,0,Claim
151252,16-25,male,0-9y,university,middle class,1.0,before 2015,1.0,0.0,11000.0,sedan,0,No claim
706349,65+,male,10-19y,university,upper class,1.0,before 2015,,1.0,10000.0,sedan,2,No claim
602998,65+,male,20-29y,none,working class,1.0,before 2015,1.0,0.0,14000.0,sedan,7,No claim
242772,26-39,female,10-19y,none,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,No claim
393449,26-39,female,10-19y,high school,middle class,0.0,before 2015,0.0,0.0,12000.0,,0,No claim
380740,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,3,No claim
938115,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,1.0,,sedan,0,Claim
727943,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,11000.0,sedan,0,Claim
766309,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,10000.0,sports car,0,Claim
261229,16-25,male,0-9y,university,working class,1.0,after 2015,0.0,1.0,9000.0,sedan,0,Claim
60866,65+,male,20-29y,university,upper class,0.0,after 2015,0.0,1.0,13000.0,sedan,2,No claim
752797,40-64,female,20-29y,high school,working class,1.0,before 2015,0.0,0.0,15000.0,sedan,0,No claim
45002,65+,male,30y+,high school,upper class,1.0,before 2015,1.0,1.0,9000.0,sedan,2,No claim
482448,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,0.0,8000.0,sedan,0,Claim
549142,16-25,male,0-9y,university,middle class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,Claim
95138,40-64,male,20-29y,high school,middle class,0.0,after 2015,1.0,0.0,14000.0,sedan,4,No claim
851152,26-39,female,10-19y,none,working class,0.0,before 2015,1.0,1.0,,sedan,1,No claim
615991,40-64,female,20-29y,high school,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,1,No claim
424820,26-39,female,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,,sedan,1,No claim
807847,65+,male,20-29y,university,upper class,1.0,after 2015,0.0,1.0,14000.0,sedan,4,No claim
758983,40-64,male,20-29y,high school,middle class,1.0,after 2015,1.0,0.0,12000.0,sedan,3,No claim
987114,26-39,female,0-9y,university,middle class,0.0,before 2015,0.0,0.0,16000.0,sedan,0,Claim
873457,40-64,male,20-29y,high school,middle class,1.0,before 2015,,1.0,13000.0,,1,No claim
699703,65+,female,0-9y,university,upper class,0.0,before 2015,1.0,1.0,10000.0,sedan,0,Claim
563342,65+,female,0-9y,university,upper class,1.0,before 2015,0.0,1.0,13000.0,sedan,0,No claim
504412,26-39,male,10-19y,university,working class,0.0,before 2015,1.0,1.0,12000.0,sedan,3,Claim
284106,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,5,No claim
78189,16-25,female,0-9y,none,poverty,1.0,before 2015,0.0,0.0,12000.0,sedan,0,Claim
427520,26-39,male,10-19y,university,middle class,0.0,before 2015,0.0,0.0,16000.0,sedan,0,No claim
689030,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,0.0,13000.0,sedan,1,No claim
966467,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,13000.0,sedan,4,No claim
288712,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,12000.0,sedan,7,No claim
228114,26-39,male,0-9y,high school,working class,1.0,before 2015,1.0,1.0,10000.0,sedan,0,No claim
63715,65+,male,20-29y,university,upper class,1.0,before 2015,0.0,1.0,13000.0,sedan,5,No claim
624077,65+,female,30y+,none,upper class,1.0,before 2015,,1.0,8000.0,sports car,1,No claim
726352,26-39,male,10-19y,none,poverty,0.0,before 2015,1.0,1.0,16000.0,sedan,1,No claim
150072,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,0.0,14000.0,sedan,0,Claim
792396,65+,female,30y+,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,2,No claim
768933,40-64,male,0-9y,high school,working class,1.0,before 2015,0.0,1.0,16000.0,sedan,0,Claim
452356,40-64,female,10-19y,none,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,No claim
849811,65+,female,30y+,high school,upper class,1.0,after 2015,1.0,0.0,,sports car,1,No claim
579336,65+,female,10-19y,university,upper class,1.0,after 2015,1.0,1.0,10000.0,sedan,2,No claim
648922,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,13000.0,sedan,0,Claim
47909,65+,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,4,No claim
619577,65+,female,30y+,university,upper class,1.0,after 2015,0.0,1.0,11000.0,,0,No claim
212678,65+,female,20-29y,university,upper class,1.0,after 2015,0.0,1.0,13000.0,,1,No claim
579720,26-39,male,10-19y,university,working class,0.0,before 2015,0.0,1.0,,sports car,1,Claim
995884,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,0.0,11000.0,sedan,1,No claim
226326,40-64,female,10-19y,university,working class,1.0,after 2015,0.0,0.0,13000.0,sedan,1,No claim
943922,26-39,male,10-19y,university,upper class,0.0,after 2015,1.0,1.0,6000.0,sedan,0,No claim
510116,40-64,male,0-9y,high school,middle class,1.0,after 2015,0.0,1.0,12000.0,sedan,0,No claim
536546,16-25,female,0-9y,university,middle class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,No claim
75592,40-64,female,10-19y,high school,working class,1.0,before 2015,0.0,1.0,11000.0,sedan,1,No claim
487116,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,0.0,,sedan,2,Claim
936820,26-39,female,10-19y,high school,working class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,Claim
634050,65+,male,10-19y,university,upper class,1.0,after 2015,,1.0,9000.0,sedan,2,No claim
307397,40-64,male,20-29y,university,upper class,1.0,after 2015,0.0,1.0,,sedan,2,No claim
558748,65+,female,30y+,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,No claim
856630,16-25,female,0-9y,high school,middle class,0.0,after 2015,0.0,0.0,14000.0,sedan,0,Claim
200009,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,3,No claim
784462,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,6,No claim
792252,40-64,female,20-29y,university,upper class,1.0,after 2015,0.0,1.0,12000.0,sedan,1,No claim
462586,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,1.0,13000.0,sedan,1,No claim
577965,65+,male,30y+,high school,middle class,1.0,before 2015,0.0,1.0,11000.0,sedan,6,No claim
818248,40-64,male,20-29y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,2,No claim
491438,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,0.0,9000.0,sedan,0,Claim
896587,65+,female,30y+,high school,upper class,1.0,after 2015,0.0,1.0,14000.0,sedan,0,No claim
431538,16-25,male,0-9y,high school,poverty,0.0,before 2015,1.0,0.0,12000.0,sports car,0,Claim
164516,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,13000.0,sedan,0,Claim
479577,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,0,No claim
395233,40-64,male,0-9y,high school,upper class,1.0,before 2015,1.0,0.0,,sedan,0,Claim
221838,40-64,male,10-19y,university,upper class,1.0,after 2015,,0.0,11000.0,sedan,2,No claim
938476,26-39,male,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,8000.0,,1,No claim
112454,26-39,male,0-9y,none,poverty,0.0,before 2015,1.0,1.0,7000.0,sedan,0,Claim
91246,26-39,male,10-19y,high school,working class,1.0,after 2015,1.0,1.0,8000.0,sedan,1,No claim
2743,26-39,female,10-19y,none,working class,0.0,before 2015,,0.0,12000.0,sedan,0,Claim
248888,40-64,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,Claim
195523,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,12000.0,sedan,0,Claim
981926,40-64,female,20-29y,university,upper class,1.0,after 2015,0.0,1.0,13000.0,sedan,0,No claim
593426,40-64,male,20-29y,university,middle class,1.0,before 2015,0.0,1.0,15000.0,sedan,1,No claim
235574,65+,female,30y+,university,upper class,1.0,after 2015,1.0,1.0,12000.0,sedan,2,No claim
440993,16-25,male,0-9y,university,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,0,Claim
446993,16-25,male,0-9y,high school,poverty,1.0,before 2015,0.0,0.0,14000.0,sedan,0,No claim
82684,26-39,male,10-19y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,5,Claim
301242,26-39,female,10-19y,university,middle class,1.0,before 2015,0.0,1.0,13000.0,sedan,1,No claim
784122,26-39,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,,,4,No claim
884967,65+,male,30y+,university,upper class,0.0,before 2015,1.0,1.0,,,8,No claim
7722,26-39,female,0-9y,high school,poverty,0.0,before 2015,0.0,1.0,15000.0,sedan,0,Claim
278557,26-39,female,10-19y,none,poverty,0.0,before 2015,0.0,1.0,,sports car,0,No claim
123443,26-39,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,10000.0,sedan,0,No claim
112143,16-25,female,0-9y,none,working class,0.0,before 2015,0.0,1.0,11000.0,sedan,0,Claim
912138,26-39,male,10-19y,university,working class,0.0,before 2015,1.0,1.0,11000.0,sports car,3,Claim
601305,65+,female,0-9y,university,upper class,0.0,after 2015,1.0,1.0,11000.0,sedan,0,Claim
602274,16-25,female,0-9y,high school,middle class,1.0,after 2015,0.0,0.0,10000.0,sedan,0,No claim
352099,26-39,male,10-19y,none,middle class,1.0,before 2015,0.0,1.0,13000.0,sedan,1,No claim
660400,16-25,male,0-9y,high school,poverty,1.0,before 2015,0.0,1.0,15000.0,sedan,0,Claim
267614,16-25,female,0-9y,university,upper class,1.0,before 2015,0.0,1.0,11000.0,sports car,0,No claim
974380,40-64,female,20-29y,high school,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,No claim
346585,26-39,female,10-19y,high school,upper class,1.0,before 2015,1.0,0.0,17000.0,sedan,0,No claim
536135,26-39,male,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,No claim
75569,40-64,female,20-29y,high school,upper class,0.0,after 2015,1.0,0.0,11000.0,sedan,0,No claim
415320,16-25,male,0-9y,none,poverty,0.0,before 2015,1.0,0.0,,sedan,0,Claim
645135,40-64,female,10-19y,high school,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,2,No claim
421596,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,10,No claim
164636,26-39,female,10-19y,university,upper class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,Claim
405100,26-39,male,10-19y,high school,working class,0.0,before 2015,1.0,0.0,14000.0,sedan,1,Claim
315223,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,0.0,13000.0,sedan,0,No claim
628723,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,4,No claim
483693,16-25,female,0-9y,high school,working class,0.0,before 2015,0.0,1.0,12000.0,sedan,0,Claim
416795,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,No claim
712973,16-25,female,0-9y,none,poverty,0.0,before 2015,,0.0,17000.0,sedan,0,Claim
755061,16-25,female,0-9y,high school,poverty,1.0,before 2015,0.0,0.0,15000.0,sedan,0,Claim
625426,40-64,male,20-29y,university,upper class,1.0,before 2015,0.0,0.0,13000.0,sedan,2,No claim
162614,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,13000.0,,5,No claim
732843,40-64,male,20-29y,university,middle class,1.0,before 2015,0.0,0.0,15000.0,sedan,5,No claim
466761,40-64,female,0-9y,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,No claim
498232,16-25,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,9000.0,sedan,0,Claim
170391,65+,female,20-29y,high school,upper class,1.0,before 2015,1.0,1.0,11000.0,sedan,2,No claim
918640,40-64,male,20-29y,high school,upper class,1.0,before 2015,1.0,1.0,7000.0,sedan,0,No claim
937134,65+,female,30y+,high school,upper class,1.0,before 2015,1.0,1.0,8000.0,sedan,0,No claim
273764,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,8000.0,sedan,1,No claim
418555,26-39,female,10-19y,none,working class,1.0,before 2015,0.0,0.0,16000.0,sedan,1,No claim
344228,65+,male,0-9y,university,upper class,1.0,after 2015,1.0,0.0,17000.0,sedan,0,No claim
809278,40-64,female,10-19y,none,working class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,No claim
68145,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,,sedan,0,Claim
128369,40-64,male,20-29y,university,upper class,0.0,before 2015,1.0,1.0,7000.0,,1,No claim
194925,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,1.0,13000.0,sedan,0,Claim
303507,16-25,female,0-9y,high school,poverty,0.0,before 2015,1.0,1.0,11000.0,sedan,0,Claim
244931,65+,male,0-9y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,,0,No claim
570030,16-25,female,0-9y,none,poverty,1.0,before 2015,0.0,1.0,14000.0,sedan,0,No claim
918038,26-39,female,10-19y,none,poverty,0.0,before 2015,0.0,0.0,13000.0,sedan,0,Claim
102325,16-25,female,0-9y,university,poverty,0.0,before 2015,,0.0,15000.0,,0,Claim
653061,26-39,female,0-9y,university,upper class,0.0,after 2015,0.0,1.0,,sedan,0,No claim
706892,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,,sedan,0,No claim
761911,40-64,male,0-9y,none,poverty,0.0,before 2015,0.0,1.0,11000.0,sedan,0,Claim
271656,26-39,female,10-19y,high school,upper class,1.0,before 2015,,1.0,12000.0,sedan,0,No claim
820690,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,5,No claim
622930,16-25,female,0-9y,high school,working class,0.0,before 2015,0.0,0.0,15000.0,sedan,0,No claim
81394,16-25,male,0-9y,none,poverty,1.0,before 2015,0.0,1.0,13000.0,sedan,0,No claim
373844,26-39,male,0-9y,university,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,No claim
368392,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,1.0,14000.0,sedan,0,Claim
447175,16-25,female,0-9y,high school,working class,1.0,before 2015,0.0,0.0,15000.0,sedan,0,Claim
182095,40-64,male,20-29y,university,middle class,1.0,before 2015,,1.0,14000.0,sedan,0,No claim
451696,26-39,female,0-9y,high school,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,Claim
953021,26-39,male,0-9y,university,middle class,1.0,after 2015,0.0,1.0,,sedan,0,No claim
462465,16-25,male,0-9y,high school,working class,0.0,before 2015,0.0,1.0,11000.0,sedan,0,Claim
617007,40-64,male,10-19y,university,upper class,1.0,after 2015,,1.0,10000.0,sedan,2,No claim
560773,40-64,male,10-19y,university,upper class,1.0,after 2015,1.0,0.0,13000.0,sedan,1,No claim
438008,40-64,female,20-29y,high school,upper class,1.0,before 2015,0.0,0.0,17000.0,sedan,4,No claim
