ID,AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,VEHICLE_TYPE,PAST_ACCIDENTS,OUTCOME
389792,65+,male,0-9y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,0,1.0
642614,40-64,male,20-29y,high school,middle class,1.0,after 2015,1.0,1.0,7000.0,sedan,1,0.0
951465,65+,female,30y+,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,1,0.0
496987,16-25,male,0-9y,none,poverty,1.0,before 2015,1.0,1.0,9000.0,sedan,0,0.0
732437,16-25,male,0-9y,none,poverty,1.0,before 2015,,1.0,10000.0,sedan,0,1.0
146897,26-39,female,0-9y,high school,middle class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,1.0
316173,16-25,male,0-9y,university,working class,0.0,after 2015,0.0,0.0,8000.0,sedan,0,1.0
9013,26-39,male,10-19y,high school,working class,1.0,before 2015,0.0,1.0,17000.0,sedan,2,0.0
511757,40-64,female,10-19y,none,middle class,1.0,before 2015,1.0,1.0,11000.0,,1,0.0
429947,65+,male,30y+,university,upper class,0.0,after 2015,0.0,1.0,12000.0,sports car,5,0.0
485660,40-64,male,10-19y,university,upper class,1.0,before 2015,0.0,1.0,14000.0,sedan,1,0.0
80496,65+,male,30y+,high school,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,3,0.0
478336,40-64,male,20-29y,university,upper class,1.0,after 2015,0.0,1.0,16000.0,sedan,2,0.0
10843,40-64,male,20-29y,university,upper class,0.0,after 2015,1.0,1.0,9000.0,,0,0.0
397446,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,0.0,16000.0,sedan,0,1.0
101678,26-39,female,10-19y,high school,poverty,0.0,before 2015,0.0,1.0,13000.0,sedan,0,1.0
231661,40-64,male,20-29y,high school,middle class,0.0,before 2015,0.0,0.0,14000.0,sports car,4,0.0
173782,65+,male,20-29y,high school,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,5,0.0
921097,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,2,0.0
98839,26-39,female,10-19y,university,working class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,0.0
105372,26-39,female,10-19y,none,working class,0.0,before 2015,0.0,1.0,14000.0,sedan,0,0.0
888828,40-64,male,20-29y,university,upper class,1.0,before 2015,1.0,0.0,14000.0,sedan,2,0.0
37454,26-39,female,0-9y,high school,working class,0.0,before 2015,0.0,0.0,17000.0,sedan,0,1.0
370044,65+,male,20-29y,university,upper class,0.0,after 2015,1.0,1.0,7000.0,sedan,1,0.0
768282,16-25,female,0-9y,university,working class,0.0,before 2015,1.0,1.0,8000.0,sedan,0,1.0
738729,16-25,female,0-9y,none,working class,1.0,before 2015,1.0,1.0,7000.0,sedan,0,1.0
437535,26-39,female,10-19y,high school,middle class,1.0,after 2015,,0.0,15000.0,sedan,0,0.0
329536,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,9000.0,sedan,0,1.0
328531,40-64,female,20-29y,university,middle class,0.0,after 2015,,1.0,12000.0,sedan,1,0.0
123941,40-64,female,20-29y,university,middle class,1.0,after 2015,1.0,1.0,,sedan,0,0.0
131881,26-39,male,10-19y,university,working class,1.0,before 2015,0.0,0.0,16000.0,,0,0.0
839572,40-64,male,20-29y,high school,working class,0.0,before 2015,1.0,1.0,12000.0,sedan,1,0.0
171578,26-39,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,8000.0,sedan,1,0.0
589757,40-64,female,20-29y,high school,upper class,1.0,before 2015,1.0,1.0,7000.0,sedan,0,0.0
336859,16-25,female,0-9y,university,middle class,1.0,before 2015,0.0,1.0,15000.0,sedan,0,1.0
788111,40-64,female,20-29y,high school,poverty,1.0,before 2015,1.0,1.0,,sedan,1,0.0
407453,40-64,female,0-9y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,0,0.0
367026,40-64,female,10-19y,high school,working class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,0.0
334687,40-64,female,0-9y,university,middle class,1.0,before 2015,0.0,0.0,15000.0,sedan,0,1.0
623367,65+,male,20-29y,university,upper class,1.0,before 2015,1.0,1.0,5000.0,sedan,4,0.0
688440,65+,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,0,0.0
547974,65+,male,20-29y,high school,upper class,0.0,before 2015,,1.0,12000.0,sedan,7,1.0
989064,26-39,male,0-9y,none,poverty,0.0,after 2015,1.0,1.0,12000.0,sedan,0,1.0
422816,40-64,male,20-29y,high school,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,7,0.0
307408,26-39,female,10-19y,none,working class,1.0,before 2015,0.0,1.0,9000.0,sedan,0,0.0
675898,16-25,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,16000.0,sedan,0,0.0
480452,26-39,female,0-9y,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,0.0
93199,40-64,female,0-9y,university,middle class,1.0,after 2015,1.0,1.0,14000.0,sedan,0,0.0
125802,40-64,female,20-29y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,1,0.0
616663,40-64,male,0-9y,university,upper class,1.0,after 2015,0.0,0.0,16000.0,sedan,0,0.0
423497,16-25,female,0-9y,high school,working class,1.0,before 2015,0.0,0.0,16000.0,sedan,0,1.0
492837,40-64,female,10-19y,university,upper class,1.0,after 2015,,1.0,14000.0,sedan,0,0.0
422563,40-64,male,20-29y,university,upper class,0.0,before 2015,0.0,1.0,14000.0,sedan,1,0.0
185231,16-25,female,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,11000.0,sedan,0,0.0
949152,26-39,female,10-19y,university,upper class,0.0,after 2015,0.0,0.0,9000.0,sedan,0,0.0
859453,26-39,male,10-19y,university,middle class,1.0,before 2015,1.0,1.0,13000.0,sedan,2,0.0
466578,26-39,female,10-19y,high school,middle class,1.0,after 2015,0.0,1.0,14000.0,sedan,0,0.0
998214,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,0.0,14000.0,sedan,0,1.0
828462,40-64,male,20-29y,high school,working class,0.0,before 2015,0.0,1.0,16000.0,sedan,6,0.0
511837,65+,male,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,9000.0,sedan,1,0.0
554995,16-25,male,0-9y,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sports car,0,1.0
680717,65+,male,30y+,none,middle class,1.0,before 2015,1.0,1.0,14000.0,sedan,3,0.0
978021,40-64,male,20-29y,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,6,0.0
509815,26-39,female,0-9y,high school,working class,1.0,after 2015,1.0,1.0,,sedan,0,0.0
6676,40-64,female,20-29y,high school,upper class,0.0,before 2015,0.0,1.0,15000.0,sedan,2,0.0
362280,40-64,male,10-19y,high school,working class,0.0,before 2015,0.0,0.0,13000.0,sedan,0,1.0
883018,40-64,male,0-9y,high school,working class,1.0,before 2015,0.0,1.0,13000.0,sedan,0,0.0
889355,26-39,female,10-19y,university,upper class,1.0,before 2015,1.0,1.0,15000.0,sedan,0,0.0
198273,65+,male,20-29y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,2,0.0
197763,40-64,male,20-29y,university,upper class,0.0,after 2015,1.0,0.0,14000.0,sedan,2,0.0
55670,26-39,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,0.0
545941,40-64,female,20-29y,none,working class,1.0,after 2015,1.0,1.0,11000.0,sedan,2,0.0
814196,16-25,female,0-9y,none,middle class,1.0,before 2015,0.0,1.0,,sedan,0,1.0
560160,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,,sedan,0,0.0
320444,26-39,male,0-9y,none,poverty,0.0,before 2015,0.0,1.0,14000.0,sedan,0,0.0
305793,16-25,male,0-9y,high school,poverty,0.0,before 2015,1.0,1.0,11000.0,sedan,0,1.0
362190,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,14000.0,,0,1.0
62647,26-39,male,10-19y,high school,upper class,1.0,before 2015,0.0,0.0,13000.0,sedan,1,0.0
296948,40-64,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,14000.0,sedan,0,0.0
673660,65+,female,30y+,high school,upper class,0.0,after 2015,1.0,1.0,10000.0,sedan,3,0.0
945867,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,13000.0,sedan,0,1.0
391880,65+,male,30y+,none,middle class,1.0,before 2015,1.0,1.0,10000.0,sedan,2,0.0
241973,65+,female,30y+,high school,upper class,1.0,before 2015,1.0,0.0,11000.0,sedan,2,0.0
429503,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,1.0,15000.0,sedan,0,1.0
810013,16-25,male,0-9y,university,working class,1.0,after 2015,0.0,0.0,14000.0,sports car,0,1.0
663458,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,15000.0,sedan,0,1.0
879976,16-25,male,0-9y,high school,working class,0.0,before 2015,1.0,1.0,10000.0,sedan,0,1.0
418841,16-25,male,0-9y,none,poverty,1.0,before 2015,1.0,0.0,9000.0,sedan,0,1.0
542236,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,0,0.0
937573,40-64,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,7000.0,sedan,1,0.0
670850,16-25,male,0-9y,university,working class,1.0,before 2015,0.0,0.0,17000.0,sedan,0,1.0
151252,16-25,male,0-9y,university,middle class,1.0,before 2015,1.0,0.0,11000.0,sedan,0,0.0
706349,65+,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,2,0.0
602998,65+,male,20-29y,none,working class,1.0,before 2015,1.0,0.0,14000.0,sedan,7,0.0
242772,26-39,female,10-19y,none,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,0.0
393449,26-39,female,10-19y,high school,middle class,0.0,before 2015,,0.0,12000.0,sedan,0,0.0
380740,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,3,0.0
938115,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,1.0,,sedan,0,1.0
727943,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,11000.0,sedan,0,1.0
766309,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,10000.0,sports car,0,1.0
261229,16-25,male,0-9y,university,working class,1.0,after 2015,0.0,1.0,9000.0,sedan,0,1.0
60866,65+,male,20-29y,university,upper class,0.0,after 2015,0.0,1.0,13000.0,sedan,2,0.0
752797,40-64,female,20-29y,high school,working class,1.0,before 2015,0.0,0.0,15000.0,sedan,0,0.0
45002,65+,male,30y+,high school,upper class,1.0,before 2015,1.0,1.0,9000.0,sedan,2,0.0
482448,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,0.0,8000.0,,0,1.0
549142,16-25,male,0-9y,university,middle class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,1.0
95138,40-64,male,20-29y,high school,middle class,0.0,after 2015,1.0,0.0,14000.0,sedan,4,0.0
851152,26-39,female,10-19y,none,working class,0.0,before 2015,1.0,1.0,,sedan,1,0.0
615991,40-64,female,20-29y,high school,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,1,0.0
424820,26-39,female,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,,sedan,1,0.0
807847,65+,male,20-29y,university,upper class,1.0,after 2015,0.0,1.0,14000.0,sedan,4,0.0
758983,40-64,male,20-29y,high school,middle class,1.0,after 2015,1.0,0.0,12000.0,sedan,3,0.0
987114,26-39,female,0-9y,university,middle class,0.0,before 2015,0.0,0.0,16000.0,,0,1.0
873457,40-64,male,20-29y,high school,middle class,1.0,before 2015,1.0,1.0,13000.0,sedan,1,0.0
699703,65+,female,0-9y,university,upper class,0.0,before 2015,1.0,1.0,10000.0,sedan,0,1.0
563342,65+,female,0-9y,university,upper class,1.0,before 2015,0.0,1.0,13000.0,sedan,0,0.0
504412,26-39,male,10-19y,university,working class,0.0,before 2015,,1.0,12000.0,sedan,3,1.0
284106,65+,male,30y+,university,upper class,1.0,before 2015,,1.0,12000.0,sedan,5,0.0
78189,16-25,female,0-9y,none,poverty,1.0,before 2015,0.0,0.0,12000.0,sedan,0,1.0
427520,26-39,male,10-19y,university,middle class,0.0,before 2015,0.0,0.0,16000.0,sedan,0,0.0
689030,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,0.0,13000.0,,1,0.0
966467,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,13000.0,sedan,4,0.0
288712,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,12000.0,sedan,7,0.0
228114,26-39,male,0-9y,high school,working class,1.0,before 2015,1.0,1.0,10000.0,sedan,0,0.0
63715,65+,male,20-29y,university,upper class,1.0,before 2015,0.0,1.0,13000.0,sedan,5,0.0
624077,65+,female,30y+,none,upper class,1.0,before 2015,1.0,1.0,8000.0,sports car,1,0.0
726352,26-39,male,10-19y,none,poverty,0.0,before 2015,1.0,1.0,16000.0,,1,0.0
150072,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,0.0,14000.0,sedan,0,1.0
792396,65+,female,30y+,university,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,2,0.0
768933,40-64,male,0-9y,high school,working class,1.0,before 2015,0.0,1.0,16000.0,sedan,0,1.0
452356,40-64,female,10-19y,none,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,0.0
849811,65+,female,30y+,high school,upper class,1.0,after 2015,1.0,0.0,,sports car,1,0.0
579336,65+,female,10-19y,university,upper class,1.0,after 2015,1.0,1.0,10000.0,,2,0.0
648922,16-25,male,0-9y,university,middle class,1.0,before 2015,0.0,0.0,13000.0,sedan,0,1.0
47909,65+,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,10000.0,,4,0.0
619577,65+,female,30y+,university,upper class,1.0,after 2015,0.0,1.0,11000.0,sedan,0,0.0
212678,65+,female,20-29y,university,upper class,1.0,after 2015,0.0,1.0,13000.0,sedan,1,0.0
579720,26-39,male,10-19y,university,working class,0.0,before 2015,,1.0,,,1,1.0
995884,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,0.0,11000.0,sedan,1,0.0
226326,40-64,female,10-19y,university,working class,1.0,after 2015,0.0,0.0,13000.0,sedan,1,0.0
943922,26-39,male,10-19y,university,upper class,0.0,after 2015,1.0,1.0,6000.0,sedan,0,0.0
510116,40-64,male,0-9y,high school,middle class,1.0,after 2015,0.0,1.0,12000.0,sedan,0,0.0
536546,16-25,female,0-9y,university,middle class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,0.0
75592,40-64,female,10-19y,high school,working class,1.0,before 2015,0.0,1.0,11000.0,sedan,1,0.0
487116,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,0.0,,,2,1.0
936820,26-39,female,10-19y,high school,working class,1.0,before 2015,,1.0,12000.0,sedan,0,1.0
634050,65+,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,,2,0.0
307397,40-64,male,20-29y,university,upper class,1.0,after 2015,0.0,1.0,,,2,0.0
558748,65+,female,30y+,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,0.0
856630,16-25,female,0-9y,high school,middle class,0.0,after 2015,0.0,0.0,14000.0,sedan,0,1.0
200009,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,3,0.0
784462,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,10000.0,sedan,6,0.0
792252,40-64,female,20-29y,university,upper class,1.0,after 2015,,1.0,12000.0,sedan,1,0.0
462586,26-39,male,10-19y,none,working class,1.0,before 2015,0.0,1.0,13000.0,sedan,1,0.0
577965,65+,male,30y+,high school,middle class,1.0,before 2015,0.0,1.0,11000.0,sedan,6,0.0
818248,40-64,male,20-29y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,2,0.0
491438,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,0.0,9000.0,sedan,0,1.0
896587,65+,female,30y+,high school,upper class,1.0,after 2015,0.0,1.0,14000.0,sedan,0,0.0
431538,16-25,male,0-9y,high school,poverty,0.0,before 2015,1.0,0.0,12000.0,sports car,0,1.0
164516,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,13000.0,sedan,0,1.0
479577,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,7000.0,sedan,0,0.0
395233,40-64,male,0-9y,high school,upper class,1.0,before 2015,1.0,0.0,,,0,1.0
221838,40-64,male,10-19y,university,upper class,1.0,after 2015,1.0,0.0,11000.0,sedan,2,0.0
938476,26-39,male,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,8000.0,sedan,1,0.0
112454,26-39,male,0-9y,none,poverty,0.0,before 2015,1.0,1.0,7000.0,,0,1.0
91246,26-39,male,10-19y,high school,working class,1.0,after 2015,1.0,1.0,8000.0,sedan,1,0.0
2743,26-39,female,10-19y,none,working class,0.0,before 2015,1.0,0.0,12000.0,sedan,0,1.0
248888,40-64,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,1.0
195523,16-25,male,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,12000.0,sedan,0,1.0
981926,40-64,female,20-29y,university,upper class,1.0,after 2015,0.0,1.0,13000.0,sedan,0,0.0
593426,40-64,male,20-29y,university,middle class,1.0,before 2015,0.0,1.0,15000.0,sedan,1,0.0
235574,65+,female,30y+,university,upper class,1.0,after 2015,1.0,1.0,12000.0,sedan,2,0.0
440993,16-25,male,0-9y,university,working class,1.0,before 2015,0.0,0.0,12000.0,sedan,0,1.0
446993,16-25,male,0-9y,high school,poverty,1.0,before 2015,0.0,0.0,14000.0,sedan,0,0.0
82684,26-39,male,10-19y,university,upper class,1.0,before 2015,0.0,0.0,,sedan,5,1.0
301242,26-39,female,10-19y,university,middle class,1.0,before 2015,0.0,1.0,13000.0,,1,0.0
784122,26-39,male,10-19y,university,upper class,1.0,before 2015,1.0,1.0,,sedan,4,0.0
884967,65+,male,30y+,university,upper class,0.0,before 2015,1.0,1.0,,sedan,8,0.0
7722,26-39,female,0-9y,high school,poverty,0.0,before 2015,0.0,1.0,15000.0,sedan,0,1.0
278557,26-39,female,10-19y,none,poverty,0.0,before 2015,0.0,1.0,,sports car,0,0.0
123443,26-39,male,10-19y,university,upper class,1.0,after 2015,1.0,1.0,10000.0,sedan,0,0.0
112143,16-25,female,0-9y,none,working class,0.0,before 2015,0.0,1.0,11000.0,sedan,0,1.0
912138,26-39,male,10-19y,university,working class,0.0,before 2015,1.0,1.0,11000.0,sports car,3,1.0
601305,65+,female,0-9y,university,upper class,0.0,after 2015,1.0,1.0,11000.0,sedan,0,1.0
602274,16-25,female,0-9y,high school,middle class,1.0,after 2015,0.0,0.0,10000.0,sedan,0,0.0
352099,26-39,male,10-19y,none,middle class,1.0,before 2015,0.0,1.0,13000.0,sedan,1,0.0
660400,16-25,male,0-9y,high school,poverty,1.0,before 2015,0.0,1.0,15000.0,sedan,0,1.0
267614,16-25,female,0-9y,university,upper class,1.0,before 2015,0.0,1.0,11000.0,sports car,0,0.0
974380,40-64,female,20-29y,high school,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,0.0
346585,26-39,female,10-19y,high school,upper class,1.0,before 2015,1.0,0.0,17000.0,sedan,0,0.0
536135,26-39,male,10-19y,high school,middle class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,0.0
75569,40-64,female,20-29y,high school,upper class,0.0,after 2015,1.0,0.0,11000.0,,0,0.0
415320,16-25,male,0-9y,none,poverty,0.0,before 2015,1.0,0.0,,sedan,0,1.0
645135,40-64,female,10-19y,high school,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,2,0.0
421596,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,10,0.0
164636,26-39,female,10-19y,university,upper class,1.0,before 2015,1.0,1.0,11000.0,sedan,0,1.0
405100,26-39,male,10-19y,high school,working class,0.0,before 2015,1.0,0.0,14000.0,sedan,1,1.0
315223,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,0.0,13000.0,sedan,0,0.0
628723,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,1.0,10000.0,sedan,4,0.0
483693,16-25,female,0-9y,high school,working class,0.0,before 2015,0.0,1.0,12000.0,sedan,0,1.0
416795,40-64,female,20-29y,high school,middle class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,0.0
712973,16-25,female,0-9y,none,poverty,0.0,before 2015,0.0,0.0,17000.0,sedan,0,1.0
755061,16-25,female,0-9y,high school,poverty,1.0,before 2015,0.0,0.0,15000.0,sedan,0,1.0
625426,40-64,male,20-29y,university,upper class,1.0,before 2015,0.0,0.0,13000.0,sedan,2,0.0
162614,65+,male,30y+,university,upper class,1.0,before 2015,1.0,1.0,13000.0,sedan,5,0.0
732843,40-64,male,20-29y,university,middle class,1.0,before 2015,0.0,0.0,15000.0,sedan,5,0.0
466761,40-64,female,0-9y,university,upper class,1.0,after 2015,1.0,1.0,11000.0,sedan,0,0.0
498232,16-25,male,0-9y,high school,middle class,1.0,before 2015,0.0,1.0,9000.0,sedan,0,1.0
170391,65+,female,20-29y,high school,upper class,1.0,before 2015,1.0,1.0,11000.0,sedan,2,0.0
918640,40-64,male,20-29y,high school,upper class,1.0,before 2015,1.0,1.0,7000.0,sedan,0,0.0
937134,65+,female,30y+,high school,upper class,1.0,before 2015,1.0,1.0,8000.0,sedan,0,0.0
273764,40-64,female,20-29y,university,upper class,1.0,after 2015,1.0,1.0,8000.0,sedan,1,0.0
418555,26-39,female,10-19y,none,working class,1.0,before 2015,0.0,0.0,16000.0,,1,0.0
344228,65+,male,0-9y,university,upper class,1.0,after 2015,1.0,0.0,17000.0,sedan,0,0.0
809278,40-64,female,10-19y,none,working class,1.0,before 2015,0.0,1.0,10000.0,sedan,0,0.0
68145,16-25,female,0-9y,high school,poverty,0.0,before 2015,0.0,0.0,,sedan,0,1.0
128369,40-64,male,20-29y,university,upper class,0.0,before 2015,1.0,1.0,7000.0,sedan,1,0.0
194925,16-25,female,0-9y,high school,poverty,0.0,before 2015,,1.0,13000.0,sedan,0,1.0
303507,16-25,female,0-9y,high school,poverty,0.0,before 2015,1.0,1.0,11000.0,sedan,0,1.0
244931,65+,male,0-9y,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,0,0.0
570030,16-25,female,0-9y,none,poverty,1.0,before 2015,0.0,1.0,14000.0,sedan,0,0.0
918038,26-39,female,10-19y,none,poverty,0.0,before 2015,0.0,0.0,13000.0,sedan,0,1.0
102325,16-25,female,0-9y,university,poverty,0.0,before 2015,0.0,0.0,15000.0,sports car,0,1.0
653061,26-39,female,0-9y,university,upper class,0.0,after 2015,0.0,1.0,,sedan,0,0.0
706892,40-64,female,20-29y,university,upper class,1.0,after 2015,,1.0,,sedan,0,0.0
761911,40-64,male,0-9y,none,poverty,0.0,before 2015,,1.0,11000.0,sedan,0,1.0
271656,26-39,female,10-19y,high school,upper class,1.0,before 2015,1.0,1.0,12000.0,sedan,0,0.0
820690,65+,male,30y+,university,upper class,1.0,after 2015,1.0,1.0,9000.0,sedan,5,0.0
622930,16-25,female,0-9y,high school,working class,0.0,before 2015,0.0,0.0,15000.0,sedan,0,0.0
81394,16-25,male,0-9y,none,poverty,1.0,before 2015,0.0,1.0,13000.0,,0,0.0
373844,26-39,male,0-9y,university,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,0.0
368392,16-25,male,0-9y,none,poverty,0.0,before 2015,0.0,1.0,14000.0,sedan,0,1.0
447175,16-25,female,0-9y,high school,working class,1.0,before 2015,0.0,0.0,15000.0,sedan,0,1.0
182095,40-64,male,20-29y,university,middle class,1.0,before 2015,1.0,1.0,14000.0,sedan,0,0.0
451696,26-39,female,0-9y,high school,upper class,1.0,before 2015,0.0,1.0,12000.0,sedan,0,1.0
953021,26-39,male,0-9y,university,middle class,1.0,after 2015,0.0,1.0,,sedan,0,0.0
462465,16-25,male,0-9y,high school,working class,0.0,before 2015,0.0,1.0,11000.0,sedan,0,1.0
617007,40-64,male,10-19y,university,upper class,1.0,after 2015,,1.0,10000.0,sedan,2,0.0
560773,40-64,male,10-19y,university,upper class,1.0,after 2015,1.0,0.0,13000.0,sedan,1,0.0
438008,40-64,female,20-29y,high school,upper class,1.0,before 2015,0.0,0.0,17000.0,sedan,4,0.0
